session_id,room_id,card_id,item_ids,entry_time,exit_time,duration,entry_scans,exit_scans,is_anomaly,anomaly_type
sess_04321,room_1,card_9765,"[""SKU-0012"", ""SKU-0010"", ""SKU-0001"", ""SKU-0007"", ""SKU-0003""]",2025-02-25T15:05:02.639951,2025-02-25T15:32:02.639951,27.0,"[""SKU-0012"", ""SKU-0010"", ""SKU-0001"", ""SKU-0007"", ""SKU-0003""]","[""SKU-0012"", ""SKU-0010"", ""SKU-0001"", ""SKU-0007"", ""SKU-0003""]",False,
sess_04322,room_2,card_9952,"[""SKU-0007"", ""SKU-0009"", ""SKU-0002"", ""SKU-0011""]",2024-11-22T17:26:02.639951,2024-11-22T18:25:02.639951,59.0,"[""SKU-0007"", ""SKU-0009"", ""SKU-0002"", ""SKU-0011""]","[""SKU-0007"", ""SKU-0009"", ""SKU-0002"", ""SKU-0011""]",False,
sess_04323,room_1,card_3344,"[""SKU-0009"", ""SKU-0010""]",2025-02-04T15:30:02.639951,2025-02-04T15:46:02.639951,16.0,"[""SKU-0009"", ""SKU-0010""]","[""SKU-0009"", ""SKU-0010""]",False,
sess_04324,room_1,card_6136,"[""SKU-0003"", ""SKU-0002"", ""SKU-0004"", ""SKU-0010""]",2025-01-26T19:43:02.639951,2025-01-26T20:19:02.639951,36.0,"[""SKU-0003"", ""SKU-0002"", ""SKU-0004"", ""SKU-0010""]","[""SKU-0003"", ""SKU-0002"", ""SKU-0004"", ""SKU-0010""]",False,
sess_04325,room_2,card_8343,"[""SKU-0006""]",2025-03-12T14:07:02.639951,2025-03-12T14:13:02.639951,6.0,"[""SKU-0006""]","[""SKU-0006""]",False,
sess_04326,room_2,card_6924,"[""SKU-0004"", ""SKU-0002"", ""SKU-0003"", ""SKU-0007"", ""SKU-0009"", ""SKU-0011"", ""SKU-0001""]",2025-07-18T18:26:02.639951,2025-07-18T19:21:02.639951,55.0,"[""SKU-0004"", ""SKU-0002"", ""SKU-0003"", ""SKU-0007"", ""SKU-0009"", ""SKU-0011"", ""SKU-0001""]","[""SKU-0004"", ""SKU-0002"", ""SKU-0003"", ""SKU-0007"", ""SKU-0009"", ""SKU-0011"", ""SKU-0001""]",False,
sess_04327,room_2,card_8040,"[""SKU-0009"", ""SKU-0011"", ""SKU-0001"", ""SKU-0012"", ""SKU-0010""]",2024-12-15T16:06:02.639951,2024-12-15T16:55:02.639951,49.0,"[""SKU-0009"", ""SKU-0011"", ""SKU-0001"", ""SKU-0012"", ""SKU-0010""]","[""SKU-0009"", ""SKU-0011"", ""SKU-0001"", ""SKU-0012"", ""SKU-0010""]",False,
sess_04328,room_2,card_7359,"[""SKU-0009"", ""SKU-0012"", ""SKU-0005"", ""SKU-0007"", ""SKU-0004""]",2025-07-15T11:26:02.639951,2025-07-15T12:00:02.639951,34.0,"[""SKU-0009"", ""SKU-0012"", ""SKU-0005"", ""SKU-0007"", ""SKU-0004""]","[""SKU-0009"", ""SKU-0012"", ""SKU-0005"", ""SKU-0007"", ""SKU-0004""]",False,
sess_04329,room_1,card_3107,"[""SKU-0001"", ""SKU-0012"", ""SKU-0003"", ""SKU-0009"", ""SKU-0011"", ""SKU-0008"", ""SKU-0010""]",2025-02-16T20:51:02.639951,2025-02-16T21:50:02.639951,59.0,"[""SKU-0001"", ""SKU-0012"", ""SKU-0003"", ""SKU-0009"", ""SKU-0011"", ""SKU-0008"", ""SKU-0010""]","[""SKU-0001"", ""SKU-0012"", ""SKU-0003"", ""SKU-0009"", ""SKU-0011"", ""SKU-0008"", ""SKU-0010""]",False,
sess_04330,room_2,card_9004,"[""SKU-0012"", ""SKU-0006"", ""SKU-0011"", ""SKU-0010""]",2025-10-25T04:29:02.639951,2025-10-25T04:57:02.639951,28.0,"[""SKU-0012"", ""SKU-0006"", ""SKU-0011"", ""SKU-0010""]","[""SKU-0012"", ""SKU-0006"", ""SKU-0011"", ""SKU-0010""]",False,
sess_04331,room_2,card_7728,"[""SKU-0012"", ""SKU-0006""]",2025-08-11T15:40:02.639951,2025-08-11T15:54:02.639951,14.0,"[""SKU-0012"", ""SKU-0006""]","[""SKU-0012"", ""SKU-0006""]",False,
sess_04332,room_2,card_1408,"[""SKU-0004"", ""SKU-0002"", ""SKU-0008"", ""SKU-0006"", ""SKU-0001"", ""SKU-0005"", ""SKU-0011""]",2025-01-22T20:43:02.639951,2025-01-22T21:50:02.639951,67.0,"[""SKU-0004"", ""SKU-0002"", ""SKU-0008"", ""SKU-0006"", ""SKU-0001"", ""SKU-0005"", ""SKU-0011""]","[""SKU-0004"", ""SKU-0002"", ""SKU-0008"", ""SKU-0006"", ""SKU-0001"", ""SKU-0005"", ""SKU-0011""]",False,
sess_04333,room_1,card_9654,"[""SKU-0003"", ""SKU-0007"", ""SKU-0004""]",2025-03-04T16:57:02.639951,2025-03-04T17:14:02.639951,17.0,"[""SKU-0003"", ""SKU-0007"", ""SKU-0004""]","[""SKU-0003"", ""SKU-0007"", ""SKU-0004""]",False,
sess_04334,room_1,card_2455,"[""SKU-0001"", ""SKU-0007"", ""SKU-0003"", ""SKU-0004""]",2025-02-09T12:04:02.639951,2025-02-09T12:44:02.639951,40.0,"[""SKU-0001"", ""SKU-0007"", ""SKU-0003"", ""SKU-0004""]","[""SKU-0001"", ""SKU-0007"", ""SKU-0003"", ""SKU-0004""]",False,
sess_04335,room_1,card_4770,"[""SKU-0010""]",2024-11-25T02:37:02.639951,2024-11-25T02:42:02.639951,5.0,"[""SKU-0010""]","[""SKU-0010""]",False,
sess_04336,room_2,card_1952,"[""SKU-0008"", ""SKU-0001"", ""SKU-0005""]",2025-06-22T00:47:02.639951,2025-06-22T01:14:02.639951,27.0,"[""SKU-0008"", ""SKU-0001"", ""SKU-0005""]","[""SKU-0008"", ""SKU-0001"", ""SKU-0005""]",False,
sess_04337,room_1,card_2332,"[""SKU-0004"", ""SKU-0012"", ""SKU-0006""]",2025-08-23T16:45:02.639951,2025-08-23T17:15:02.639951,30.0,"[""SKU-0004"", ""SKU-0012"", ""SKU-0006""]","[""SKU-0004"", ""SKU-0012"", ""SKU-0006""]",False,
sess_04338,room_1,card_9454,"[""SKU-0003"", ""SKU-0012"", ""SKU-0005"", ""SKU-0001""]",2024-12-04T20:38:02.639951,2024-12-04T21:07:02.639951,29.0,"[""SKU-0003"", ""SKU-0012"", ""SKU-0005"", ""SKU-0001""]","[""SKU-0003"", ""SKU-0012"", ""SKU-0005"", ""SKU-0001""]",False,
sess_04339,room_1,card_6622,"[""SKU-0012"", ""SKU-0007"", ""SKU-0008"", ""SKU-0001"", ""SKU-0005""]",2024-12-19T02:47:02.639951,2024-12-19T03:19:02.639951,32.0,"[""SKU-0012"", ""SKU-0007"", ""SKU-0008"", ""SKU-0001"", ""SKU-0005""]","[""SKU-0012"", ""SKU-0007"", ""SKU-0008"", ""SKU-0001"", ""SKU-0005""]",False,
sess_04340,room_2,card_8395,"[""SKU-0012"", ""SKU-0009"", ""SKU-0004"", ""SKU-0003"", ""SKU-0005"", ""SKU-0001"", ""SKU-0008""]",2025-05-25T03:55:02.639951,2025-05-25T04:56:02.639951,61.0,"[""SKU-0012"", ""SKU-0009"", ""SKU-0004"", ""SKU-0003"", ""SKU-0005"", ""SKU-0001"", ""SKU-0008""]","[""SKU-0012"", ""SKU-0009"", ""SKU-0004"", ""SKU-0003"", ""SKU-0005"", ""SKU-0001"", ""SKU-0008""]",False,
sess_04341,room_2,card_3832,"[""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0010"", ""SKU-0011"", ""SKU-0004""]",2024-11-24T14:50:02.639951,2024-11-24T15:49:02.639951,59.0,"[""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0010"", ""SKU-0011"", ""SKU-0004""]","[""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0010"", ""SKU-0011"", ""SKU-0004""]",False,
sess_04342,room_1,card_3852,"[""SKU-0002"", ""SKU-0008""]",2024-12-31T23:07:02.639951,2024-12-31T23:21:02.639951,14.0,"[""SKU-0002"", ""SKU-0008""]","[""SKU-0002"", ""SKU-0008""]",False,
sess_04343,room_1,card_4142,"[""SKU-0003"", ""SKU-0012"", ""SKU-0001"", ""SKU-0011"", ""SKU-0002""]",2025-09-02T06:59:02.639951,2025-09-02T07:41:02.639951,42.0,"[""SKU-0003"", ""SKU-0012"", ""SKU-0001"", ""SKU-0011"", ""SKU-0002""]","[""SKU-0003"", ""SKU-0012"", ""SKU-0001"", ""SKU-0011"", ""SKU-0002""]",False,
sess_04344,room_1,card_2931,"[""SKU-0009"", ""SKU-0008"", ""SKU-0010"", ""SKU-0003""]",2024-12-17T23:35:02.639951,2024-12-17T23:59:02.639951,24.0,"[""SKU-0009"", ""SKU-0008"", ""SKU-0010"", ""SKU-0003""]","[""SKU-0009"", ""SKU-0008"", ""SKU-0010"", ""SKU-0003""]",False,
sess_04345,room_1,card_6272,"[""SKU-0010"", ""SKU-0005"", ""SKU-0008"", ""SKU-0012"", ""SKU-0003""]",2025-08-05T08:24:02.639951,2025-08-05T09:18:02.639951,54.0,"[""SKU-0010"", ""SKU-0005"", ""SKU-0008"", ""SKU-0012"", ""SKU-0003""]","[""SKU-0010"", ""SKU-0005"", ""SKU-0008"", ""SKU-0012"", ""SKU-0003""]",False,
sess_04346,room_1,card_9347,"[""SKU-0004"", ""SKU-0001"", ""SKU-0010"", ""SKU-0003""]",2025-03-22T12:59:02.639951,2025-03-22T13:23:02.639951,24.0,"[""SKU-0004"", ""SKU-0001"", ""SKU-0010"", ""SKU-0003""]","[""SKU-0004"", ""SKU-0001"", ""SKU-0010"", ""SKU-0003""]",False,
sess_04347,room_2,card_1970,"[""SKU-0006"", ""SKU-0007"", ""SKU-0011"", ""SKU-0008"", ""SKU-0005"", ""SKU-0004""]",2025-09-16T20:39:02.639951,2025-09-16T21:17:02.639951,38.0,"[""SKU-0006"", ""SKU-0007"", ""SKU-0011"", ""SKU-0008"", ""SKU-0005"", ""SKU-0004""]","[""SKU-0006"", ""SKU-0007"", ""SKU-0011"", ""SKU-0008"", ""SKU-0005"", ""SKU-0004""]",False,
sess_04348,room_1,card_6997,"[""SKU-0001"", ""SKU-0007"", ""SKU-0012"", ""SKU-0008""]",2025-09-12T19:23:02.639951,2025-09-12T19:50:02.639951,27.0,"[""SKU-0001"", ""SKU-0007"", ""SKU-0012"", ""SKU-0008""]","[""SKU-0001"", ""SKU-0007"", ""SKU-0012"", ""SKU-0008""]",False,
sess_04349,room_1,card_7453,"[""SKU-0010"", ""SKU-0007"", ""SKU-0011""]",2025-03-15T17:15:02.639951,2025-03-15T17:51:02.639951,36.0,"[""SKU-0010"", ""SKU-0007"", ""SKU-0011""]","[""SKU-0010"", ""SKU-0007"", ""SKU-0011""]",False,
sess_04350,room_1,card_8251,"[""SKU-0007"", ""SKU-0010"", ""SKU-0004""]",2025-08-13T19:24:02.639951,2025-08-13T19:50:02.639951,26.0,"[""SKU-0007"", ""SKU-0010"", ""SKU-0004""]","[""SKU-0007"", ""SKU-0010"", ""SKU-0004""]",False,
sess_04351,room_2,card_5827,"[""SKU-0001"", ""SKU-0003""]",2025-05-26T09:25:02.639951,2025-05-26T09:43:02.639951,18.0,"[""SKU-0001"", ""SKU-0003""]","[""SKU-0001"", ""SKU-0003""]",False,
sess_04352,room_2,card_7933,"[""SKU-0005"", ""SKU-0007"", ""SKU-0008"", ""SKU-0009""]",2025-08-10T19:28:02.639951,2025-08-10T20:10:02.639951,42.0,"[""SKU-0005"", ""SKU-0007"", ""SKU-0008"", ""SKU-0009""]","[""SKU-0005"", ""SKU-0007"", ""SKU-0008"", ""SKU-0009""]",False,
sess_04353,room_2,card_4954,"[""SKU-0002"", ""SKU-0007"", ""SKU-0009"", ""SKU-0012""]",2025-09-19T11:38:02.639951,2025-09-19T12:07:02.639951,29.0,"[""SKU-0002"", ""SKU-0007"", ""SKU-0009"", ""SKU-0012""]","[""SKU-0002"", ""SKU-0007"", ""SKU-0009"", ""SKU-0012""]",False,
sess_04354,room_2,card_1028,"[""SKU-0007"", ""SKU-0003"", ""SKU-0001"", ""SKU-0012"", ""SKU-0004"", ""SKU-0009"", ""SKU-0011""]",2025-09-28T20:34:02.639951,2025-09-28T21:26:02.639951,52.0,"[""SKU-0007"", ""SKU-0003"", ""SKU-0001"", ""SKU-0012"", ""SKU-0004"", ""SKU-0009"", ""SKU-0011""]","[""SKU-0007"", ""SKU-0003"", ""SKU-0001"", ""SKU-0012"", ""SKU-0004"", ""SKU-0009"", ""SKU-0011""]",False,
sess_04355,room_1,card_5042,"[""SKU-0003"", ""SKU-0006"", ""SKU-0002"", ""SKU-0005""]",2025-05-25T20:11:02.639951,2025-05-25T20:33:02.639951,22.0,"[""SKU-0003"", ""SKU-0006"", ""SKU-0002"", ""SKU-0005""]","[""SKU-0003"", ""SKU-0006"", ""SKU-0002"", ""SKU-0005""]",False,
sess_04356,room_1,card_8171,"[""SKU-0006"", ""SKU-0012"", ""SKU-0011""]",2025-01-06T19:10:02.639951,2025-01-06T19:43:02.639951,33.0,"[""SKU-0006"", ""SKU-0012"", ""SKU-0011""]","[""SKU-0006"", ""SKU-0012"", ""SKU-0011""]",False,
sess_04357,room_2,card_6207,"[""SKU-0010"", ""SKU-0008"", ""SKU-0002"", ""SKU-0005"", ""SKU-0006"", ""SKU-0009""]",2025-05-03T02:47:02.639951,2025-05-03T03:15:02.639951,28.0,"[""SKU-0010"", ""SKU-0008"", ""SKU-0002"", ""SKU-0005"", ""SKU-0006"", ""SKU-0009""]","[""SKU-0010"", ""SKU-0008"", ""SKU-0002"", ""SKU-0005"", ""SKU-0006"", ""SKU-0009""]",False,
sess_04358,room_1,card_9564,"[""SKU-0009"", ""SKU-0003"", ""SKU-0001""]",2025-02-28T21:54:02.639951,2025-02-28T22:24:02.639951,30.0,"[""SKU-0009"", ""SKU-0003"", ""SKU-0001""]","[""SKU-0009"", ""SKU-0003"", ""SKU-0001""]",False,
sess_04359,room_1,card_5230,"[""SKU-0003"", ""SKU-0006"", ""SKU-0007"", ""SKU-0005""]",2025-04-21T21:34:02.639951,2025-04-21T22:43:11.142059,69.14170179921793,"[""SKU-0003"", ""SKU-0006"", ""SKU-0007"", ""SKU-0005""]","[""SKU-0003"", ""SKU-0006"", ""SKU-0007"", ""SKU-0005""]",True,overstay
sess_04360,room_1,card_8024,"[""SKU-0007"", ""SKU-0005"", ""SKU-0001"", ""SKU-0012""]",2025-04-03T12:36:02.639951,2025-04-03T13:05:02.639951,29.0,"[""SKU-0007"", ""SKU-0005"", ""SKU-0001"", ""SKU-0012""]","[""SKU-0007"", ""SKU-0005"", ""SKU-0001"", ""SKU-0012""]",False,
sess_04361,room_1,card_2544,"[""SKU-0006"", ""SKU-0003"", ""SKU-0008"", ""SKU-0007"", ""SKU-0009"", ""SKU-0004"", ""SKU-0005""]",2025-05-04T18:36:02.639951,2025-05-04T19:38:02.639951,62.0,"[""SKU-0006"", ""SKU-0003"", ""SKU-0008"", ""SKU-0007"", ""SKU-0009"", ""SKU-0004"", ""SKU-0005""]","[""SKU-0006"", ""SKU-0003"", ""SKU-0008"", ""SKU-0007"", ""SKU-0009"", ""SKU-0004"", ""SKU-0005""]",False,
sess_04362,room_1,card_6967,"[""SKU-0005"", ""SKU-0011"", ""SKU-0006"", ""SKU-0004""]",2025-05-26T13:09:02.639951,2025-05-26T13:40:02.639951,31.0,"[""SKU-0005"", ""SKU-0011"", ""SKU-0006"", ""SKU-0004""]","[""SKU-0005"", ""SKU-0011"", ""SKU-0006"", ""SKU-0004""]",False,
sess_04363,room_2,card_1013,"[""SKU-0011"", ""SKU-0009"", ""SKU-0010"", ""SKU-0001"", ""SKU-0003""]",2025-08-30T02:31:02.639951,2025-08-30T03:08:02.639951,37.0,"[""SKU-0011"", ""SKU-0009"", ""SKU-0010"", ""SKU-0001"", ""SKU-0003""]","[""SKU-0011"", ""SKU-0009"", ""SKU-0010"", ""SKU-0001"", ""SKU-0003""]",False,
sess_04364,room_2,card_4585,"[""SKU-0006"", ""SKU-0011""]",2024-11-15T14:56:02.639951,2024-11-15T15:11:02.639951,15.0,"[""SKU-0006"", ""SKU-0011""]","[""SKU-0006"", ""SKU-0011""]",False,
sess_04365,room_1,card_7613,"[""SKU-0005"", ""SKU-0011"", ""SKU-0001"", ""SKU-0010"", ""SKU-0004""]",2024-11-14T17:45:02.639951,2024-11-14T18:12:02.639951,27.0,"[""SKU-0005"", ""SKU-0011"", ""SKU-0001"", ""SKU-0010"", ""SKU-0004""]","[""SKU-0005"", ""SKU-0011"", ""SKU-0001"", ""SKU-0010"", ""SKU-0004""]",False,
sess_04366,room_1,card_6024,"[""SKU-0005"", ""SKU-0004"", ""SKU-0006"", ""SKU-0008""]",2024-12-25T03:43:02.639951,2024-12-25T04:16:02.639951,33.0,"[""SKU-0005"", ""SKU-0004"", ""SKU-0006"", ""SKU-0008""]","[""SKU-0005"", ""SKU-0004"", ""SKU-0006"", ""SKU-0008""]",False,
sess_04367,room_2,card_6242,"[""SKU-0004"", ""SKU-0002"", ""SKU-0006"", ""SKU-0003"", ""SKU-0008""]",2025-04-30T11:45:02.639951,2025-04-30T12:21:02.639951,36.0,"[""SKU-0004"", ""SKU-0002"", ""SKU-0006"", ""SKU-0003"", ""SKU-0008""]","[""SKU-0002"", ""SKU-0008"", ""SKU-0006"", ""SKU-0004""]",True,missing_items
sess_04368,room_2,card_7024,"[""SKU-0003"", ""SKU-0011"", ""SKU-0004""]",2025-01-17T00:23:02.639951,2025-01-17T00:41:02.639951,18.0,"[""SKU-0003"", ""SKU-0011"", ""SKU-0004""]","[""SKU-0003"", ""SKU-0011"", ""SKU-0004""]",False,
sess_04369,room_1,card_5967,"[""SKU-0006"", ""SKU-0011"", ""SKU-0002"", ""SKU-0001"", ""SKU-0007""]",2025-03-01T00:03:02.639951,2025-03-01T00:49:02.639951,46.0,"[""SKU-0006"", ""SKU-0011"", ""SKU-0002"", ""SKU-0001"", ""SKU-0007""]","[""SKU-0006"", ""SKU-0011"", ""SKU-0002"", ""SKU-0001"", ""SKU-0007""]",False,
sess_04370,room_1,card_8955,"[""SKU-0004"", ""SKU-0005"", ""SKU-0007"", ""SKU-0002"", ""SKU-0010""]",2025-08-14T07:28:02.639951,2025-08-14T07:55:02.639951,27.0,"[""SKU-0004"", ""SKU-0005"", ""SKU-0007"", ""SKU-0002"", ""SKU-0010""]","[""SKU-0004"", ""SKU-0005"", ""SKU-0007"", ""SKU-0002"", ""SKU-0010""]",False,
sess_04371,room_1,card_9077,"[""SKU-0008"", ""SKU-0011"", ""SKU-0003""]",2024-12-07T04:37:02.639951,2024-12-07T05:10:02.639951,33.0,"[""SKU-0008"", ""SKU-0011"", ""SKU-0003""]","[""SKU-0008"", ""SKU-0011"", ""SKU-0003""]",False,
sess_04372,room_1,card_9628,"[""SKU-0009"", ""SKU-0012"", ""SKU-0002"", ""SKU-0003""]",2025-06-14T21:08:02.639951,2025-06-14T21:47:02.639951,39.0,"[""SKU-0009"", ""SKU-0012"", ""SKU-0002"", ""SKU-0003""]","[""SKU-0009"", ""SKU-0012"", ""SKU-0002"", ""SKU-0003""]",False,
sess_04373,room_1,card_2045,"[""SKU-0001"", ""SKU-0011"", ""SKU-0006"", ""SKU-0005"", ""SKU-0010"", ""SKU-0007""]",2024-11-30T14:11:02.639951,2024-11-30T15:19:02.639951,68.0,"[""SKU-0001"", ""SKU-0011"", ""SKU-0006"", ""SKU-0005"", ""SKU-0010"", ""SKU-0007""]","[""SKU-0001"", ""SKU-0011"", ""SKU-0006"", ""SKU-0005"", ""SKU-0010"", ""SKU-0007""]",False,
sess_04374,room_1,card_7032,"[""SKU-0010"", ""SKU-0005"", ""SKU-0001"", ""SKU-0004"", ""SKU-0009""]",2025-07-20T03:56:02.639951,2025-07-20T04:24:02.639951,28.0,"[""SKU-0010"", ""SKU-0005"", ""SKU-0001"", ""SKU-0004"", ""SKU-0009""]","[""SKU-0010"", ""SKU-0005"", ""SKU-0001"", ""SKU-0004"", ""SKU-0009""]",False,
sess_04375,room_1,card_4345,"[""SKU-0009""]",2025-09-26T13:07:02.639951,2025-09-26T13:14:02.639951,7.0,"[""SKU-0009""]","[""SKU-0009""]",False,
sess_04376,room_2,card_2298,"[""SKU-0004"", ""SKU-0001""]",2025-05-16T05:30:02.639951,2025-05-16T05:47:02.639951,17.0,"[""SKU-0004"", ""SKU-0001""]","[""SKU-0004"", ""SKU-0001""]",False,
sess_04377,room_2,card_8709,"[""SKU-0001"", ""SKU-0005"", ""SKU-0011"", ""SKU-0003"", ""SKU-0004""]",2025-09-04T17:04:02.639951,2025-09-04T20:16:21.361921,192.31203282873687,"[""SKU-0001"", ""SKU-0005"", ""SKU-0011"", ""SKU-0003"", ""SKU-0004""]","[""SKU-0001"", ""SKU-0005"", ""SKU-0011"", ""SKU-0003"", ""SKU-0004""]",True,overstay
sess_04378,room_1,card_7925,"[""SKU-0011"", ""SKU-0003"", ""SKU-0006""]",2024-12-23T08:07:02.639951,2024-12-23T08:39:02.639951,32.0,"[""SKU-0011"", ""SKU-0003"", ""SKU-0006""]","[""SKU-0011"", ""SKU-0003"", ""SKU-0006""]",False,
sess_04379,room_2,card_5388,"[""SKU-0009"", ""SKU-0008"", ""SKU-0011"", ""SKU-0002""]",2025-03-07T15:29:02.639951,2025-03-07T16:01:02.639951,32.0,"[""SKU-0009"", ""SKU-0008"", ""SKU-0011"", ""SKU-0002""]","[""SKU-0009"", ""SKU-0008"", ""SKU-0011"", ""SKU-0002""]",False,
sess_04380,room_2,card_6843,"[""SKU-0006"", ""SKU-0011"", ""SKU-0008""]",2025-04-17T19:18:02.639951,2025-04-17T19:36:02.639951,18.0,"[""SKU-0006"", ""SKU-0011"", ""SKU-0008""]","[""SKU-0006"", ""SKU-0011"", ""SKU-0008""]",False,
sess_04381,room_2,card_4010,"[""SKU-0002"", ""SKU-0005"", ""SKU-0008"", ""SKU-0009"", ""SKU-0001""]",2025-06-22T22:30:02.639951,2025-06-22T23:02:02.639951,32.0,"[""SKU-0002"", ""SKU-0005"", ""SKU-0008"", ""SKU-0009"", ""SKU-0001""]","[""SKU-0002"", ""SKU-0005"", ""SKU-0008"", ""SKU-0009"", ""SKU-0001""]",False,
sess_04382,room_1,card_8273,"[""SKU-0011"", ""SKU-0012"", ""SKU-0002""]",2025-03-09T06:52:02.639951,2025-03-09T07:22:02.639951,30.0,"[""SKU-0011"", ""SKU-0012"", ""SKU-0002""]","[""SKU-0011"", ""SKU-0012"", ""SKU-0002""]",False,
sess_04383,room_1,card_2100,"[""SKU-0010""]",2025-04-21T05:04:02.639951,2025-04-21T05:10:02.639951,6.0,"[""SKU-0010""]","[""SKU-0010""]",False,
sess_04384,room_2,card_7629,"[""SKU-0004"", ""SKU-0012"", ""SKU-0010"", ""SKU-0009""]",2025-01-04T09:03:02.639951,2025-01-04T09:33:02.639951,30.0,"[""SKU-0004"", ""SKU-0012"", ""SKU-0010"", ""SKU-0009""]","[""SKU-0004"", ""SKU-0012"", ""SKU-0010"", ""SKU-0009""]",False,
sess_04385,room_2,card_9371,"[""SKU-0011"", ""SKU-0009"", ""SKU-0006""]",2024-11-20T02:36:02.639951,2024-11-20T03:14:02.639951,38.0,"[""SKU-0011"", ""SKU-0009"", ""SKU-0006""]","[""SKU-0011"", ""SKU-0009"", ""SKU-0006""]",False,
sess_04386,room_1,card_3087,"[""SKU-0011"", ""SKU-0010"", ""SKU-0001""]",2025-02-11T07:54:02.639951,2025-02-11T08:17:02.639951,23.0,"[""SKU-0011"", ""SKU-0010"", ""SKU-0001""]","[""SKU-0011"", ""SKU-0010"", ""SKU-0001""]",False,
sess_04387,room_1,card_7525,"[""SKU-0005""]",2025-06-12T05:42:02.639951,2025-06-12T05:49:02.639951,7.0,"[""SKU-0005""]","[""SKU-0005""]",False,
sess_04388,room_2,card_1671,"[""SKU-0004"", ""SKU-0010"", ""SKU-0012"", ""SKU-0005""]",2025-07-07T12:02:02.639951,2025-07-07T12:29:02.639951,27.0,"[""SKU-0004"", ""SKU-0010"", ""SKU-0012"", ""SKU-0005""]","[""SKU-0004"", ""SKU-0010"", ""SKU-0012"", ""SKU-0005""]",False,
sess_04389,room_2,card_5622,"[""SKU-0010"", ""SKU-0009"", ""SKU-0001"", ""SKU-0002"", ""SKU-0011""]",2025-07-05T13:59:02.639951,2025-07-05T14:57:02.639951,58.0,"[""SKU-0010"", ""SKU-0009"", ""SKU-0001"", ""SKU-0002"", ""SKU-0011""]","[""SKU-0010"", ""SKU-0009"", ""SKU-0001"", ""SKU-0002"", ""SKU-0011""]",False,
sess_04390,room_2,card_5724,"[""SKU-0004"", ""SKU-0010"", ""SKU-0002""]",2024-12-13T03:38:02.639951,2024-12-13T03:58:02.639951,20.0,"[""SKU-0004"", ""SKU-0010"", ""SKU-0002""]","[""SKU-0004"", ""SKU-0010"", ""SKU-0002""]",False,
sess_04391,room_2,card_5453,"[""SKU-0010"", ""SKU-0001"", ""SKU-0008"", ""SKU-0002""]",2025-06-07T12:35:02.639951,2025-06-07T13:08:02.639951,33.0,"[""SKU-0010"", ""SKU-0001"", ""SKU-0008"", ""SKU-0002""]","[""SKU-0010"", ""SKU-0001"", ""SKU-0008"", ""SKU-0002""]",False,
sess_04392,room_2,card_5903,"[""SKU-0003"", ""SKU-0011"", ""SKU-0008""]",2025-03-03T00:09:02.639951,2025-03-03T00:39:02.639951,30.0,"[""SKU-0003"", ""SKU-0011"", ""SKU-0008""]","[""SKU-0003"", ""SKU-0011"", ""SKU-0008""]",False,
sess_04393,room_2,card_1782,"[""SKU-0008"", ""SKU-0003""]",2025-08-08T10:05:02.639951,2025-08-08T10:20:02.639951,15.0,"[""SKU-0008"", ""SKU-0003""]","[""SKU-0008"", ""SKU-0003""]",False,
sess_04394,room_1,card_5216,"[""SKU-0005"", ""SKU-0002"", ""SKU-0001"", ""SKU-0007"", ""SKU-0009""]",2025-09-10T07:18:02.639951,2025-09-10T07:50:02.639951,32.0,"[""SKU-0005"", ""SKU-0002"", ""SKU-0001"", ""SKU-0007"", ""SKU-0009""]","[""SKU-0005"", ""SKU-0002"", ""SKU-0001"", ""SKU-0007"", ""SKU-0009""]",False,
sess_04395,room_1,card_2269,"[""SKU-0010"", ""SKU-0006""]",2024-11-07T06:52:02.639951,2024-11-07T07:04:02.639951,12.0,"[""SKU-0010"", ""SKU-0006""]","[""SKU-0010"", ""SKU-0006""]",False,
sess_04396,room_1,card_7122,"[""SKU-0006"", ""SKU-0001"", ""SKU-0005""]",2025-04-17T05:23:02.639951,2025-04-17T05:38:02.639951,15.0,"[""SKU-0006"", ""SKU-0001"", ""SKU-0005""]","[""SKU-0006"", ""SKU-0001"", ""SKU-0005""]",False,
sess_04397,room_2,card_7365,"[""SKU-0005"", ""SKU-0001"", ""SKU-0007"", ""SKU-0012"", ""SKU-0010"", ""SKU-0006"", ""SKU-0004""]",2025-10-04T13:31:02.639951,2025-10-04T14:25:02.639951,54.0,"[""SKU-0005"", ""SKU-0001"", ""SKU-0007"", ""SKU-0012"", ""SKU-0010"", ""SKU-0006"", ""SKU-0004""]","[""SKU-0001"", ""SKU-0005"", ""SKU-0004"", ""SKU-0012"", ""SKU-0010"", ""SKU-0006""]",True,missing_items
